id,config_id,updated_at,cashflow,total_assets,positions
d104d001-0001-4001-d001-000000000022,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-22 18:15:00.000000+00,100.00,112130.00,"{""JPM"":{""value"":25560.00,""shares"":120},""GS"":{""value"":26775.00,""shares"":40},""BAC"":{""value"":24900.00,""shares"":600},""WFC"":{""value"":29295.00,""shares"":420},""C"":{""value"":5600.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000023,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-23 18:15:00.000000+00,100.00,113520.00,"{""JPM"":{""value"":25920.00,""shares"":120},""GS"":{""value"":27530.00,""shares"":40},""BAC"":{""value"":25100.00,""shares"":600},""WFC"":{""value"":29575.00,""shares"":420},""C"":{""value"":5295.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000024,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-24 18:15:00.000000+00,100.00,114470.00,"{""JPM"":{""value"":26280.00,""shares"":120},""GS"":{""value"":27995.00,""shares"":40},""BAC"":{""value"":25100.00,""shares"":600},""WFC"":{""value"":29750.00,""shares"":420},""C"":{""value"":5245.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000025,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-25 18:15:00.000000+00,100.00,115905.00,"{""JPM"":{""value"":26640.00,""shares"":120},""GS"":{""value"":28225.00,""shares"":40},""BAC"":{""value"":25300.00,""shares"":600},""WFC"":{""value"":30380.00,""shares"":420},""C"":{""value"":5260.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000026,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-26 18:15:00.000000+00,100.00,117535.00,"{""JPM"":{""value"":27060.00,""shares"":120},""GS"":{""value"":28980.00,""shares"":40},""BAC"":{""value"":25500.00,""shares"":600},""WFC"":{""value"":30730.00,""shares"":420},""C"":{""value"":5165.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000027,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-27 18:15:00.000000+00,100.00,118900.00,"{""JPM"":{""value"":27420.00,""shares"":120},""GS"":{""value"":29445.00,""shares"":40},""BAC"":{""value"":25700.00,""shares"":600},""WFC"":{""value"":31010.00,""shares"":420},""C"":{""value"":5225.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000028,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-28 18:15:00.000000+00,100.00,120470.00,"{""JPM"":{""value"":27780.00,""shares"":120},""GS"":{""value"":29910.00,""shares"":40},""BAC"":{""value"":26000.00,""shares"":600},""WFC"":{""value"":31430.00,""shares"":420},""C"":{""value"":5250.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000029,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-29 18:15:00.000000+00,100.00,121695.00,"{""JPM"":{""value"":28140.00,""shares"":120},""GS"":{""value"":30610.00,""shares"":40},""BAC"":{""value"":26200.00,""shares"":600},""WFC"":{""value"":31360.00,""shares"":420},""C"":{""value"":5285.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000030,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-30 18:15:00.000000+00,100.00,123235.00,"{""JPM"":{""value"":28500.00,""shares"":120},""GS"":{""value"":31310.00,""shares"":40},""BAC"":{""value"":26500.00,""shares"":600},""WFC"":{""value"":31780.00,""shares"":420},""C"":{""value"":5045.00,""shares"":65}}"
d104d001-0001-4001-d001-000000000031,d7e605gc-0g34-61c5-b5h8-5f6dc8978293,2025-03-31 18:15:00.000000+00,100.00,124680.00,"{""JPM"":{""value"":28980.00,""shares"":120},""GS"":{""value"":31775.00,""shares"":40},""BAC"":{""value"":26700.00,""shares"":600},""WFC"":{""value"":32060.00,""shares"":420},""C"":{""value"":5065.00,""shares"":65}}"
c106c001-0001-4001-c001-000000000001,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-01 09:45:00.000000+00,100000.00,100000.00,{}
c106c001-0001-4001-c001-000000000002,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-02 09:45:00.000000+00,60500.00,100350.00,"{""INTC"":{""value"":19850.00,""shares"":350},""AMD"":{""value"":20000.00,""shares"":125}}"
c106c001-0001-4001-c001-000000000003,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-03 09:45:00.000000+00,60500.00,101200.00,"{""INTC"":{""value"":20125.00,""shares"":350},""AMD"":{""value"":20575.00,""shares"":125}}"
c106c001-0001-4001-c001-000000000004,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-04 09:45:00.000000+00,60500.00,99850.00,"{""INTC"":{""value"":19600.00,""shares"":350},""AMD"":{""value"":19750.00,""shares"":125}}"
c106c001-0001-4001-c001-000000000005,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-05 09:45:00.000000+00,35500.00,100450.00,"{""INTC"":{""value"":19775.00,""shares"":350},""AMD"":{""value"":20175.00,""shares"":125},""QCOM"":{""value"":25000.00,""shares"":180}}"
c106c001-0001-4001-c001-000000000006,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-06 09:45:00.000000+00,35500.00,102100.00,"{""INTC"":{""value"":20300.00,""shares"":350},""AMD"":{""value"":20800.00,""shares"":125},""QCOM"":{""value"":25500.00,""shares"":180}}"
c106c001-0001-4001-c001-000000000007,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-07 09:45:00.000000+00,55500.00,101600.00,"{""INTC"":{""value"":19950.00,""shares"":350},""AMD"":{""value"":20150.00,""shares"":125},""QCOM"":{""value"":0.00,""shares"":0},""TXN"":{""value"":26000.00,""shares"":150}}"
c106c001-0001-4001-c001-000000000008,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-08 09:45:00.000000+00,55500.00,102450.00,"{""INTC"":{""value"":20300.00,""shares"":350},""AMD"":{""value"":20650.00,""shares"":125},""TXN"":{""value"":26500.00,""shares"":150}}"
c106c001-0001-4001-c001-000000000009,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-09 09:45:00.000000+00,25500.00,103350.00,"{""INTC"":{""value"":20650.00,""shares"":350},""AMD"":{""value"":21000.00,""shares"":125},""TXN"":{""value"":26700.00,""shares"":150},""AVGO"":{""value"":30000.00,""shares"":40}}"
c106c001-0001-4001-c001-000000000010,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-10 09:45:00.000000+00,25500.00,105200.00,"{""INTC"":{""value"":21000.00,""shares"":350},""AMD"":{""value"":21500.00,""shares"":125},""TXN"":{""value"":27200.00,""shares"":150},""AVGO"":{""value"":31000.00,""shares"":40}}"
c106c001-0001-4001-c001-000000000011,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-11 09:45:00.000000+00,25500.00,104100.00,"{""INTC"":{""value"":20650.00,""shares"":350},""AMD"":{""value"":21125.00,""shares"":125},""TXN"":{""value"":26850.00,""shares"":150},""AVGO"":{""value"":30475.00,""shares"":40}}"
c106c001-0001-4001-c001-000000000012,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-12 09:45:00.000000+00,25500.00,105950.00,"{""INTC"":{""value"":21175.00,""shares"":350},""AMD"":{""value"":21750.00,""shares"":125},""TXN"":{""value"":27350.00,""shares"":150},""AVGO"":{""value"":31675.00,""shares"":40}}"
c106c001-0001-4001-c001-000000000013,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-13 09:45:00.000000+00,57175.00,105450.00,"{""INTC"":{""value"":20825.00,""shares"":350},""AMD"":{""value"":0.00,""shares"":0},""TXN"":{""value"":27050.00,""shares"":150},""AVGO"":{""value"":31400.00,""shares"":40}}"
c106c001-0001-4001-c001-000000000014,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-14 09:45:00.000000+00,57175.00,107100.00,"{""INTC"":{""value"":21350.00,""shares"":350},""TXN"":{""value"":27500.00,""shares"":150},""AVGO"":{""value"":32075.00,""shares"":40}}"
c106c001-0001-4001-c001-000000000015,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-15 09:45:00.000000+00,27175.00,108750.00,"{""INTC"":{""value"":21700.00,""shares"":350},""TXN"":{""value"":27800.00,""shares"":150},""AVGO"":{""value"":32575.00,""shares"":40},""MRVL"":{""value"":30000.00,""shares"":300}}"
c106c001-0001-4001-c001-000000000016,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-16 09:45:00.000000+00,27175.00,110400.00,"{""INTC"":{""value"":22050.00,""shares"":350},""TXN"":{""value"":28200.00,""shares"":150},""AVGO"":{""value"":33075.00,""shares"":40},""MRVL"":{""value"":30900.00,""shares"":300}}"
c106c001-0001-4001-c001-000000000017,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-17 09:45:00.000000+00,27175.00,112200.00,"{""INTC"":{""value"":22400.00,""shares"":350},""TXN"":{""value"":28650.00,""shares"":150},""AVGO"":{""value"":33575.00,""shares"":40},""MRVL"":{""value"":31800.00,""shares"":300}}"
c106c001-0001-4001-c001-000000000018,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-18 09:45:00.000000+00,27175.00,114050.00,"{""INTC"":{""value"":22750.00,""shares"":350},""TXN"":{""value"":29100.00,""shares"":150},""AVGO"":{""value"":34325.00,""shares"":40},""MRVL"":{""value"":32700.00,""shares"":300}}"
c106c001-0001-4001-c001-000000000019,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-19 09:45:00.000000+00,27175.00,112500.00,"{""INTC"":{""value"":22225.00,""shares"":350},""TXN"":{""value"":28650.00,""shares"":150},""AVGO"":{""value"":33825.00,""shares"":40},""MRVL"":{""value"":31800.00,""shares"":300}}"
c106c001-0001-4001-c001-000000000020,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-20 09:45:00.000000+00,27175.00,114350.00,"{""INTC"":{""value"":22750.00,""shares"":350},""TXN"":{""value"":29100.00,""shares"":150},""AVGO"":{""value"":34325.00,""shares"":40},""MRVL"":{""value"":33000.00,""shares"":300}}"
c106c001-0001-4001-c001-000000000021,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-21 09:45:00.000000+00,27175.00,116250.00,"{""INTC"":{""value"":23275.00,""shares"":350},""TXN"":{""value"":29550.00,""shares"":150},""AVGO"":{""value"":34825.00,""shares"":40},""MRVL"":{""value"":33600.00,""shares"":300}}"
c106c001-0001-4001-c001-000000000022,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-22 09:45:00.000000+00,27175.00,118200.00,"{""INTC"":{""value"":23800.00,""shares"":350},""TXN"":{""value"":30000.00,""shares"":150},""AVGO"":{""value"":35325.00,""shares"":40},""MRVL"":{""value"":34200.00,""shares"":300}}"
c106c001-0001-4001-c001-000000000023,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-23 09:45:00.000000+00,62175.00,119850.00,"{""INTC"":{""value"":24150.00,""shares"":350},""TXN"":{""value"":30450.00,""shares"":150},""AVGO"":{""value"":0.00,""shares"":0},""MRVL"":{""value"":34800.00,""shares"":300}}"
c106c001-0001-4001-c001-000000000024,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-24 09:45:00.000000+00,32175.00,121650.00,"{""INTC"":{""value"":24500.00,""shares"":350},""TXN"":{""value"":30900.00,""shares"":150},""MRVL"":{""value"":35400.00,""shares"":300},""AMAT"":{""value"":30000.00,""shares"":200}}"
c106c001-0001-4001-c001-000000000025,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-25 09:45:00.000000+00,32175.00,123750.00,"{""INTC"":{""value"":24850.00,""shares"":350},""TXN"":{""value"":31350.00,""shares"":150},""MRVL"":{""value"":36000.00,""shares"":300},""AMAT"":{""value"":31500.00,""shares"":200}}"
c106c001-0001-4001-c001-000000000026,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-26 09:45:00.000000+00,32175.00,125850.00,"{""INTC"":{""value"":25200.00,""shares"":350},""TXN"":{""value"":31800.00,""shares"":150},""MRVL"":{""value"":36600.00,""shares"":300},""AMAT"":{""value"":33000.00,""shares"":200}}"
c106c001-0001-4001-c001-000000000027,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-27 09:45:00.000000+00,32175.00,127950.00,"{""INTC"":{""value"":25550.00,""shares"":350},""TXN"":{""value"":32250.00,""shares"":150},""MRVL"":{""value"":37200.00,""shares"":300},""AMAT"":{""value"":34500.00,""shares"":200}}"
c106c001-0001-4001-c001-000000000028,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-28 09:45:00.000000+00,32175.00,130050.00,"{""INTC"":{""value"":25900.00,""shares"":350},""TXN"":{""value"":32700.00,""shares"":150},""MRVL"":{""value"":37800.00,""shares"":300},""AMAT"":{""value"":36000.00,""shares"":200}}"
c106c001-0001-4001-c001-000000000029,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-29 09:45:00.000000+00,32175.00,132150.00,"{""INTC"":{""value"":26250.00,""shares"":350},""TXN"":{""value"":33150.00,""shares"":150},""MRVL"":{""value"":38400.00,""shares"":300},""AMAT"":{""value"":37500.00,""shares"":200}}"
c106c001-0001-4001-c001-000000000030,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-30 09:45:00.000000+00,32175.00,134250.00,"{""INTC"":{""value"":26600.00,""shares"":350},""TXN"":{""value"":33600.00,""shares"":150},""MRVL"":{""value"":39000.00,""shares"":300},""AMAT"":{""value"":39000.00,""shares"":200}}"
c106c001-0001-4001-c001-000000000031,c6d594fb-9f23-50b4-a4g7-4e5cb7867182,2025-03-31 09:45:00.000000+00,32175.00,136350.00,"{""INTC"":{""value"":26950.00,""shares"":350},""TXN"":{""value"":34050.00,""shares"":150},""MRVL"":{""value"":39600.00,""shares"":300},""AMAT"":{""value"":40500.00,""shares"":200}}"
e105e001-0001-4001-e001-000000000001,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-01 20:25:00.000000+00,100000.00,100000.00,{}
e105e001-0001-4001-e001-000000000002,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-02 20:25:00.000000+00,58800.00,100275.00,"{""PFE"":{""value"":20475.00,""shares"":450},""JNJ"":{""value"":21000.00,""shares"":100}}"
e105e001-0001-4001-e001-000000000003,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-03 20:25:00.000000+00,58800.00,101345.00,"{""PFE"":{""value"":20680.00,""shares"":450},""JNJ"":{""value"":21865.00,""shares"":100}}"
e105e001-0001-4001-e001-000000000004,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-04 20:25:00.000000+00,58800.00,99765.00,"{""PFE"":{""value"":20230.00,""shares"":450},""JNJ"":{""value"":20735.00,""shares"":100}}"
e105e001-0001-4001-e001-000000000005,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-05 20:25:00.000000+00,31725.00,100375.00,"{""PFE"":{""value"":20365.00,""shares"":450},""JNJ"":{""value"":21210.00,""shares"":100},""MRK"":{""value"":21250.00,""shares"":175}}"
e105e001-0001-4001-e001-000000000006,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-06 20:25:00.000000+00,31725.00,102045.00,"{""PFE"":{""value"":20545.00,""shares"":450},""JNJ"":{""value"":21685.00,""shares"":100},""MRK"":{""value"":21430.00,""shares"":175}}"
e105e001-0001-4001-e001-000000000007,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-07 20:25:00.000000+00,31725.00,101500.00,"{""PFE"":{""value"":20410.00,""shares"":450},""JNJ"":{""value"":21525.00,""shares"":100},""MRK"":{""value"":21785.00,""shares"":175},""ABBV"":{""value"":18100.00,""shares"":80}}"
e105e001-0001-4001-e001-000000000008,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-08 20:25:00.000000+00,31725.00,102375.00,"{""PFE"":{""value"":20635.00,""shares"":450},""JNJ"":{""value"":21840.00,""shares"":100},""MRK"":{""value"":22050.00,""shares"":175},""ABBV"":{""value"":18160.00,""shares"":80}}"
e105e001-0001-4001-e001-000000000009,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-09 20:25:00.000000+00,5430.00,103245.00,"{""PFE"":{""value"":20860.00,""shares"":450},""JNJ"":{""value"":22155.00,""shares"":100},""MRK"":{""value"":22490.00,""shares"":175},""ABBV"":{""value"":18100.00,""shares"":80}}"
e105e001-0001-4001-e001-000000000010,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-10 20:25:00.000000+00,5430.00,105290.00,"{""PFE"":{""value"":21040.00,""shares"":450},""JNJ"":{""value"":22155.00,""shares"":100},""MRK"":{""value"":22755.00,""shares"":175},""ABBV"":{""value"":18155.00,""shares"":80},""LLY"":{""value"":19000.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000011,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-11 20:25:00.000000+00,5430.00,104485.00,"{""PFE"":{""value"":20770.00,""shares"":450},""JNJ"":{""value"":21965.00,""shares"":100},""MRK"":{""value"":22490.00,""shares"":175},""ABBV"":{""value"":18040.00,""shares"":80},""LLY"":{""value"":19140.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000012,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-12 20:25:00.000000+00,5430.00,106340.00,"{""PFE"":{""value"":21105.00,""shares"":450},""JNJ"":{""value"":22345.00,""shares"":100},""MRK"":{""value"":22840.00,""shares"":175},""ABBV"":{""value"":18240.00,""shares"":80},""LLY"":{""value"":19610.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000013,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-13 20:25:00.000000+00,5430.00,105170.00,"{""PFE"":{""value"":20860.00,""shares"":450},""JNJ"":{""value"":22155.00,""shares"":100},""MRK"":{""value"":22490.00,""shares"":175},""ABBV"":{""value"":17960.00,""shares"":80},""LLY"":{""value"":19615.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000014,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-14 20:25:00.000000+00,5430.00,107080.00,"{""PFE"":{""value"":21195.00,""shares"":450},""JNJ"":{""value"":22535.00,""shares"":100},""MRK"":{""value"":22840.00,""shares"":175},""ABBV"":{""value"":18200.00,""shares"":80},""LLY"":{""value"":20275.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000015,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-15 20:25:00.000000+00,5430.00,108940.00,"{""PFE"":{""value"":21465.00,""shares"":450},""JNJ"":{""value"":22725.00,""shares"":100},""MRK"":{""value"":23190.00,""shares"":175},""ABBV"":{""value"":18320.00,""shares"":80},""LLY"":{""value"":20635.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000016,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-16 20:25:00.000000+00,5430.00,110850.00,"{""PFE"":{""value"":21780.00,""shares"":450},""JNJ"":{""value"":23105.00,""shares"":100},""MRK"":{""value"":23540.00,""shares"":175},""ABBV"":{""value"":18560.00,""shares"":80},""LLY"":{""value"":21310.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000017,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-17 20:25:00.000000+00,5430.00,112570.00,"{""PFE"":{""value"":22050.00,""shares"":450},""JNJ"":{""value"":23485.00,""shares"":100},""MRK"":{""value"":23890.00,""shares"":175},""ABBV"":{""value"":18640.00,""shares"":80},""LLY"":{""value"":21970.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000018,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-18 20:25:00.000000+00,5430.00,114620.00,"{""PFE"":{""value"":22365.00,""shares"":450},""JNJ"":{""value"":23770.00,""shares"":100},""MRK"":{""value"":24325.00,""shares"":175},""ABBV"":{""value"":18800.00,""shares"":80},""LLY"":{""value"":22575.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000019,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-19 20:25:00.000000+00,5430.00,112820.00,"{""PFE"":{""value"":22005.00,""shares"":450},""JNJ"":{""value"":23390.00,""shares"":100},""MRK"":{""value"":23935.00,""shares"":175},""ABBV"":{""value"":18480.00,""shares"":80},""LLY"":{""value"":22340.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000020,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-20 20:25:00.000000+00,5430.00,114795.00,"{""PFE"":{""value"":22320.00,""shares"":450},""JNJ"":{""value"":23675.00,""shares"":100},""MRK"":{""value"":24325.00,""shares"":175},""ABBV"":{""value"":18680.00,""shares"":80},""LLY"":{""value"":23110.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000021,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-21 20:25:00.000000+00,5430.00,116955.00,"{""PFE"":{""value"":22680.00,""shares"":450},""JNJ"":{""value"":24055.00,""shares"":100},""MRK"":{""value"":24760.00,""shares"":175},""ABBV"":{""value"":18960.00,""shares"":80},""LLY"":{""value"":23805.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000022,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-22 20:25:00.000000+00,5430.00,118950.00,"{""PFE"":{""value"":23040.00,""shares"":450},""JNJ"":{""value"":24340.00,""shares"":100},""MRK"":{""value"":25195.00,""shares"":175},""ABBV"":{""value"":19120.00,""shares"":80},""LLY"":{""value"":24565.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000023,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-23 20:25:00.000000+00,5430.00,120920.00,"{""PFE"":{""value"":23400.00,""shares"":450},""JNJ"":{""value"":24720.00,""shares"":100},""MRK"":{""value"":25630.00,""shares"":175},""ABBV"":{""value"":19280.00,""shares"":80},""LLY"":{""value"":25200.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000024,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-24 20:25:00.000000+00,5430.00,122675.00,"{""PFE"":{""value"":23760.00,""shares"":450},""JNJ"":{""value"":25005.00,""shares"":100},""MRK"":{""value"":26065.00,""shares"":175},""ABBV"":{""value"":19440.00,""shares"":80},""LLY"":{""value"":25975.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000025,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-25 20:25:00.000000+00,5430.00,124580.00,"{""PFE"":{""value"":24075.00,""shares"":450},""JNJ"":{""value"":25290.00,""shares"":100},""MRK"":{""value"":26500.00,""shares"":175},""ABBV"":{""value"":19600.00,""shares"":80},""LLY"":{""value"":26785.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000026,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-26 20:25:00.000000+00,5430.00,126145.00,"{""PFE"":{""value"":24435.00,""shares"":450},""JNJ"":{""value"":25575.00,""shares"":100},""MRK"":{""value"":26850.00,""shares"":175},""ABBV"":{""value"":19760.00,""shares"":80},""LLY"":{""value"":27095.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000027,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-27 20:25:00.000000+00,5430.00,128040.00,"{""PFE"":{""value"":24795.00,""shares"":450},""JNJ"":{""value"":25960.00,""shares"":100},""MRK"":{""value"":27285.00,""shares"":175},""ABBV"":{""value"":20000.00,""shares"":80},""LLY"":{""value"":27570.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000028,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-28 20:25:00.000000+00,5430.00,130080.00,"{""PFE"":{""value"":25245.00,""shares"":450},""JNJ"":{""value"":26345.00,""shares"":100},""MRK"":{""value"":27720.00,""shares"":175},""ABBV"":{""value"":20240.00,""shares"":80},""LLY"":{""value"":28100.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000029,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-29 20:25:00.000000+00,5430.00,132275.00,"{""PFE"":{""value"":25695.00,""shares"":450},""JNJ"":{""value"":26725.00,""shares"":100},""MRK"":{""value"":28155.00,""shares"":175},""ABBV"":{""value"":20560.00,""shares"":80},""LLY"":{""value"":28710.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000030,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-30 20:25:00.000000+00,5430.00,134250.00,"{""PFE"":{""value"":26100.00,""shares"":450},""JNJ"":{""value"":27105.00,""shares"":100},""MRK"":{""value"":28590.00,""shares"":175},""ABBV"":{""value"":20880.00,""shares"":80},""LLY"":{""value"":29145.00,""shares"":35}}"
e105e001-0001-4001-e001-000000000031,e8f716hd-1h45-72d6-c6i9-6g7ed9089304,2025-03-31 20:25:00.000000+00,5430.00,136390.00,"{""PFE"":{""value"":26550.00,""shares"":450},""JNJ"":{""value"":27485.00,""shares"":100},""MRK"":{""value"":29025.00,""shares"":175},""ABBV"":{""value"":21200.00,""shares"":80},""LLY"":{""value"":29700.00,""shares"":35}}"
f106f001-0001-4001-f001-000000000001,f9g827ie-2i56-83e7-d7j0-7h8fe0190415,2025-03-01 22:40:00.000000+00,100000.00,100000.00,{}
f106f001-0001-4001-f001-000000000002,f9g827ie-2i56-83e7-d7j0-7h8fe0190415,2025-03-02 22:40:00.000000+00,63720.00,100175.00,"{""KO"":{""value"":18720.00,""shares"":320},""PEP"":{""value"":17735.00,""shares"":95}}"
f106f001-0001-4001-f001-000000000003,f9g827ie-2i56-83e7-d7j0-7h8fe0190415,2025-03-03 22:40:00.000000+00,63720.00,101250.00,"{""KO"":{""value"":19080.00,""shares"":320},""PEP"":{""value"":18450.00,""shares"":95}}"
f106f001-0001-4001-f001-000000000004,f9g827ie-2i56-83e7-d7j0-7h8fe0190415,2025-03-04 22:40:00.000000+00,32820.00,101390.00,"{""KO"":{""value"":18900.00,""shares"":320},""PEP"":{""value"":18165.00,""shares"":95},""MCD"":{""value"":30940.00,""shares"":105}}"
f106f001-0001-4001-f001-000000000005,f9g827ie-2i56-83e7-d7j0-7h8fe0190415,2025-03-05 22:40:00.000000+00,32820.00,99875.00,"{""KO"":{""value"":18600.00,""shares"":320},""PEP"":{""value"":17830.00,""shares"":95},""MCD"":{""value"":30625.00,""shares"":105}}"
f106f001-0001-4001-f001-000000000006,f9g827ie-2i56-83e7-d7j0-7h8fe0190415,2025-03-06 22:40:00.000000+00,32820.00,100760.00,"{""KO"":{""value"":18800.00,""shares"":320},""PEP"":{""value"":18260.00,""shares"":95},""MCD"":{""value"":31025.00,""shares"":105}}"
f106f001-0001-4001-f001-000000000007,f9g827ie-2i56-83e7-d7j0-7h8fe0190415,2025-03-07 22:40:00.000000+00,9670.00,100940.00,"{""KO"":{""value"":18720.00,""shares"":320},""PEP"":{""value"":18165.00,""shares"":95},""MCD"":{""value"":31235.00,""shares"":105},""SBUX"":{""value"":23150.00,""shares"":210}}"
f106f001-0001-4001-f001-000000000008,f9g827ie-2i56-83e7-d7j0-7h8fe0190415,2025-03-08 22:40:00.000000+00,9670.00,102160.00,"{""KO"":{""value"":19080.00,""shares"":320},""PEP"":{""value"":18545.00,""shares"":95},""MCD"":{""value"":31550.00,""shares"":105},""SBUX"":{""value"":23315.00,""shares"":210}}"
f106f001-0001-4001-f001-000000000009,f9g827ie-2i56-83e7-d7j0-7h8fe0190415,2025-03-09 22:40:00.000000+00,9670.00,103325.00,"{""KO"":{""value"":19440.00,""shares"":320},""PEP"":{""value"":18925.00,""shares"":95},""MCD"":{""value"":31550.00,""shares"":105},""SBUX"":{""value"":23740.00,""shares"":210}}"
